date,yhat,lower,upper,model
2025-09-30,3519.251953125,3402.360103017203,3636.143803232797,xgb
2025-12-31,3572.995361328125,3456.103511220328,3689.887211435922,xgb
2026-03-31,3612.724609375,3495.832759267203,3729.616459482797,xgb
2026-06-30,3609.098388671875,3492.206538564078,3725.990238779672,xgb
