date,yhat,lower,upper,model
2025-09-30,4728.029296875,4624.718114094477,4831.340479655523,xgb
2025-12-31,4717.123046875,4613.811864094477,4820.434229655523,xgb
2026-03-31,4738.78662109375,4635.475438313227,4842.097803874273,xgb
2026-06-30,4737.7841796875,4634.472996906977,4841.095362468023,xgb
