date,yhat,lower,upper,model
2025-09-30,2084.288818359375,2001.8537372573423,2166.7238994614077,xgb
2025-12-31,2093.87255859375,2011.4374774917173,2176.3076396957827,xgb
2026-03-31,2107.19140625,2024.7563251479673,2189.6264873520327,xgb
2026-06-30,2102.06103515625,2019.6259540542173,2184.4961162582827,xgb
