date,yhat,lower,upper,model
2025-09-30,9878.4951171875,9393.770084855012,10363.220149519988,xgb
2025-12-31,9853.390625,9368.665592667512,10338.115657332488,xgb
2026-03-31,9850.8779296875,9366.152897355012,10335.602962019988,xgb
2026-06-30,9853.1240234375,9368.398991105012,10337.849055769988,xgb
