date,yhat,lower,upper,model
2025-09-30,2508.042724609375,2436.3793416656054,2579.7061075531446,xgb
2025-12-31,2474.75244140625,2403.0890584624804,2546.4158243500196,xgb
2026-03-31,2502.088134765625,2430.4247518218554,2573.7515177093946,xgb
2026-06-30,2503.684326171875,2432.0209432281054,2575.3477091156446,xgb
