id_mutation,valeur_fonciere,surface_reelle_bati,surface_terrain,nombre_pieces_principales,type_local,type_local_simplifie,surface_carrez_totale,latitude,longitude
2024-1253,120000.0,107.0,0.0,3.0,"Appartement,Dépendance",Appartement,119.48,46.154308,5.604783
